"","districtnum","districtname","population","affil","familyname","firstname","middlename","provcode","province","gender"
"907",35058,"Mississauga Centre",118756,"Conservative Party of Canada","Tiangson","Julius",NA,"35","Ontario","Male"
"908",35059,"Mississauga East--Cooksville",121792,"Green Party of Canada","Bhikha","Jaymini",NA,"35","Ontario","Female"
"909",35059,"Mississauga East--Cooksville",121792,"Liberal Party of Canada","Fonseca","Peter",NA,"35","Ontario","Male"
"910",35059,"Mississauga East--Cooksville",121792,"Conservative Party of Canada","Lizon","Wladyslaw",NA,"35","Ontario","Male"
"911",35059,"Mississauga East--Cooksville",121792,"New Democratic Party","Naqvi","Ali",NA,"35","Ontario","Male"
"912",35059,"Mississauga East--Cooksville",121792,"Marxist-Leninist Party of Canada","Sullivan","Tim",NA,"35","Ontario","Male"
"913",35060,"Mississauga--Erin Mills",117199,"New Democratic Party","Bilek","Michelle",NA,"35","Ontario","Female"
"914",35060,"Mississauga--Erin Mills",117199,"Conservative Party of Canada","Dechert","Bob",NA,"35","Ontario","Male"
"915",35060,"Mississauga--Erin Mills",117199,"Liberal Party of Canada","Khalid","Iqra",NA,"35","Ontario","Female"
"916",35060,"Mississauga--Erin Mills",117199,"Green Party of Canada","Roblin","Andrew",NA,"35","Ontario","Male"
"917",35061,"Mississauga--Lakeshore",118893,"Conservative Party of Canada","Ambler","Stella",NA,"35","Ontario","Female"
"918",35061,"Mississauga--Lakeshore",118893,"Green Party of Canada","Burgener","Ariana",NA,"35","Ontario","Female"
"919",35061,"Mississauga--Lakeshore",118893,"New Democratic Party","Guerbilsky","Eric",NA,"35","Ontario","Male"
"920",35061,"Mississauga--Lakeshore",118893,"Liberal Party of Canada","Spengemann","Sven",NA,"35","Ontario","Male"
"921",35061,"Mississauga--Lakeshore",118893,"Marxist-Leninist Party of Canada","Sullivan","Dagmar",NA,"35","Ontario","Female"
"922",35061,"Mississauga--Lakeshore",118893,"Libertarian Party of Canada","Woodworth","Paul",NA,"35","Ontario","Male"
"923",35062,"Mississauga--Malton",118046,"Liberal Party of Canada","Bains","Navdeep",NA,"35","Ontario","Male"
"924",35062,"Mississauga--Malton",118046,"New Democratic Party","Douglas","Dianne",NA,"35","Ontario","Female"
"925",35062,"Mississauga--Malton",118046,"Conservative Party of Canada","Grewal","Jagdish",NA,"35","Ontario","Male"
"926",35062,"Mississauga--Malton",118046,"Green Party of Canada","Mercer","Heather",NA,"35","Ontario","Female"
"927",35062,"Mississauga--Malton",118046,"Independent","Tharani","Naresh",NA,"35","Ontario","Male"
"928",35063,"Mississauga--Streetsville",118757,"Conservative Party of Canada","Butt","Brad",NA,"35","Ontario","Male"
"929",35063,"Mississauga--Streetsville",118757,"Green Party of Canada","Hill","Chris",NA,"35","Ontario","Male"
"930",35063,"Mississauga--Streetsville",118757,"New Democratic Party","Karim","Fayaz",NA,"35","Ontario","Male"
"931",35063,"Mississauga--Streetsville",118757,"Liberal Party of Canada","Sikand","Gagan",NA,"35","Ontario","Male"
"932",35063,"Mississauga--Streetsville",118757,"Christian Heritage Party of Canada","Tarazevich","Yegor",NA,"35","Ontario","Male"
"933",35064,"Nepean",104775,"Liberal Party of Canada","Arya","Chandra",NA,"35","Ontario","Female"
"934",35064,"Nepean",104775,"Green Party of Canada","Cooke","Jean","Roger","35","Ontario","Male"
"935",35064,"Nepean",104775,"Independent","Cosico","Jesus",NA,"35","Ontario","Male"
"936",35064,"Nepean",104775,"New Democratic Party","Devine","Sean",NA,"35","Ontario","Male"
"937",35064,"Nepean",104775,"Independent","Mamba","Hubert",NA,"35","Ontario","Male"
"938",35064,"Nepean",104775,"Marxist-Leninist Party of Canada","Seed","Tony",NA,"35","Ontario","Male"
"939",35064,"Nepean",104775,"Independent","Splett","Harry",NA,"35","Ontario","Male"
"940",35064,"Nepean",104775,"Conservative Party of Canada","Wang","Andy",NA,"35","Ontario","Male"
"941",35065,"Newmarket--Aurora",109457,"Progressive Canadian Party","Baxter","Dorian",NA,"35","Ontario","Male"
"942",35065,"Newmarket--Aurora",109457,"Conservative Party of Canada","Brown","Lois",NA,"35","Ontario","Female"
"943",35065,"Newmarket--Aurora",109457,"New Democratic Party","Kelly","Yvonne",NA,"35","Ontario","Female"
"944",35065,"Newmarket--Aurora",109457,"Green Party of Canada","Long","Vanessa",NA,"35","Ontario","Female"
"945",35065,"Newmarket--Aurora",109457,"Liberal Party of Canada","Peterson","Kyle",NA,"35","Ontario","Male"
"946",35066,"Niagara Centre",105860,"New Democratic Party","Allen","Malcolm",NA,"35","Ontario","Male"
"947",35066,"Niagara Centre",105860,"Liberal Party of Canada","Badawey","Vance",NA,"35","Ontario","Male"
"948",35066,"Niagara Centre",105860,"Green Party of Canada","Clow","David",NA,"35","Ontario","Male"
"949",35066,"Niagara Centre",105860,"Animal Alliance Environment Voters Party of Canada","Di Bartolomeo","Jody",NA,"35","Ontario","Female"
"950",35066,"Niagara Centre",105860,"Conservative Party of Canada","Villella","Leanna",NA,"35","Ontario","Female"
"951",35066,"Niagara Centre",105860,"Marxist-Leninist Party of Canada","Walker","Ron","J.","35","Ontario","Male"
"952",35067,"Niagara Falls",128357,"New Democratic Party","Ioannoni","Carolynn",NA,"35","Ontario","Female"
"953",35067,"Niagara Falls",128357,"Conservative Party of Canada","Nicholson","Rob",NA,"35","Ontario","Male"
"954",35067,"Niagara Falls",128357,"Liberal Party of Canada","Planche","Ron",NA,"35","Ontario","Male"
"955",35067,"Niagara Falls",128357,"Green Party of Canada","Soos","Steven",NA,"35","Ontario","Male"
"956",35068,"Niagara West",86533,"Conservative Party of Canada","Allison","Dean",NA,"35","Ontario","Male"
"957",35068,"Niagara West",86533,"Libertarian Party of Canada","de Roo","Allan",NA,"35","Ontario","Male"
"958",35068,"Niagara West",86533,"Green Party of Canada","Frere","Sid",NA,"35","Ontario","Male"
"959",35068,"Niagara West",86533,"Christian Heritage Party of Canada","Jonker","Harold",NA,"35","Ontario","Male"
"960",35068,"Niagara West",86533,"New Democratic Party","Rahman","Nameer",NA,"35","Ontario","Male"
"961",35068,"Niagara West",86533,"Liberal Party of Canada","Rose","Phil",NA,"35","Ontario","Male"
"962",35069,"Nickel Belt",90962,"New Democratic Party","Gravelle","Claude",NA,"35","Ontario","Male"
"963",35069,"Nickel Belt",90962,"Conservative Party of Canada","Laamanen","Aino",NA,"35","Ontario","Female"
"964",35069,"Nickel Belt",90962,"Green Party of Canada","McCall","Stuart",NA,"35","Ontario","Male"
"965",35069,"Nickel Belt",90962,"Liberal Party of Canada","Serré","Marc","G.","35","Ontario","Male"
"966",35069,"Nickel Belt",90962,"Marxist-Leninist Party of Canada","Starbuck","Dave",NA,"35","Ontario","Male"
"967",35070,"Nipissing--Timiskaming",90996,"Conservative Party of Canada","Aspin","Jay",NA,"35","Ontario","Male"
"968",35070,"Nipissing--Timiskaming",90996,"New Democratic Party","Jodouin","Kathleen",NA,"35","Ontario","Female"
"969",35070,"Nipissing--Timiskaming",90996,"Green Party of Canada","Peltier","Nicole",NA,"35","Ontario","Female"
"970",35070,"Nipissing--Timiskaming",90996,"Liberal Party of Canada","Rota","Anthony",NA,"35","Ontario","Male"
"971",35071,"Northumberland--Peterborough South",107840,"New Democratic Party","Christianson","Russ",NA,"35","Ontario","Male"
"972",35071,"Northumberland--Peterborough South",107840,"Conservative Party of Canada","Moulton","Adam",NA,"35","Ontario","Male"
"973",35071,"Northumberland--Peterborough South",107840,"Liberal Party of Canada","Rudd","Kim",NA,"35","Ontario","Female"
"974",35071,"Northumberland--Peterborough South",107840,"Green Party of Canada","Sinnott","Patricia",NA,"35","Ontario","Female"
"975",35072,"Oakville",119649,"Green Party of Canada","Doel","David",NA,"35","Ontario","Male"
"976",35072,"Oakville",119649,"New Democratic Party","Marville","Che",NA,"35","Ontario","Male"
"977",35072,"Oakville",119649,"Liberal Party of Canada","Oliver","John",NA,"35","Ontario","Male"
"978",35072,"Oakville",119649,"Conservative Party of Canada","Young","Terence",NA,"35","Ontario","Male"
"979",35073,"Oakville North--Burlington",114378,"New Democratic Party","Best","Janice",NA,"35","Ontario","Female"
"980",35073,"Oakville North--Burlington",114378,"Libertarian Party of Canada","Clement","David",NA,"35","Ontario","Male"
"981",35073,"Oakville North--Burlington",114378,"Liberal Party of Canada","Damoff","Pam",NA,"35","Ontario","Female"
"982",35073,"Oakville North--Burlington",114378,"Green Party of Canada","Shahbaz","Adnan",NA,"35","Ontario","Male"
"983",35073,"Oakville North--Burlington",114378,"Conservative Party of Canada","Triantafilopoulos","Effie",NA,"35","Ontario","Female"
"984",35074,"Oshawa",125771,"Conservative Party of Canada","Carrie","Colin",NA,"35","Ontario","Male"
"985",35074,"Oshawa",125771,"Green Party of Canada","Dempsey","Michael",NA,"35","Ontario","Male"
"986",35074,"Oshawa",125771,"New Democratic Party","Fowler","Mary",NA,"35","Ontario","Female"
"987",35074,"Oshawa",125771,"Marxist-Leninist Party of Canada","Gershuny","David",NA,"35","Ontario","Male"
"988",35074,"Oshawa",125771,"Liberal Party of Canada","Marimpietri","Tito","Dante","35","Ontario","Male"
"989",35075,"Ottawa Centre",113619,"Marijuana Party","Akpata","John","Omowole","35","Ontario","Male"
"990",35075,"Ottawa Centre",113619,"New Democratic Party","Dewar","Paul",NA,"35","Ontario","Male"
"991",35075,"Ottawa Centre",113619,"Libertarian Party of Canada","Harris","Dean","T.","35","Ontario","Male"
"992",35075,"Ottawa Centre",113619,"Conservative Party of Canada","Konstantinakos","Damian",NA,"35","Ontario","Male"
"993",35075,"Ottawa Centre",113619,"Rhinoceros Party","Lukawski","Conrad",NA,"35","Ontario","Male"
"994",35075,"Ottawa Centre",113619,"Liberal Party of Canada","McKenna","Catherine","Mary","35","Ontario","Female"
"995",35075,"Ottawa Centre",113619,"Green Party of Canada","Milroy","Tom",NA,"35","Ontario","Male"
"996",35075,"Ottawa Centre",113619,"Communist Party of Canada","Ryan","Stuart",NA,"35","Ontario","Male"
"997",35076,"Orléans",119247,"Conservative Party of Canada","Galipeau","Royal",NA,"35","Ontario","Male"
"998",35076,"Orléans",119247,"Liberal Party of Canada","Leslie","Andrew",NA,"35","Ontario","Male"
"999",35076,"Orléans",119247,"Green Party of Canada","Morin","Raphaël",NA,"35","Ontario","Male"
"1000",35076,"Orléans",119247,"New Democratic Party","Tremblay","Nancy",NA,"35","Ontario","Female"
"1001",35077,"Ottawa South",121894,"Conservative Party of Canada","Balkissoon","Dev",NA,"35","Ontario","Male"
"1002",35077,"Ottawa South",121894,"New Democratic Party","Brown","George",NA,"35","Ontario","Male"
"1003",35077,"Ottawa South",121894,"Progressive Canadian Party","Gullon","Al",NA,"35","Ontario","Male"
"1004",35077,"Ottawa South",121894,"Liberal Party of Canada","McGuinty","David",NA,"35","Ontario","Male"
"1005",35077,"Ottawa South",121894,"Green Party of Canada","Redins","John",NA,"35","Ontario","Male"
"1006",35077,"Ottawa South",121894,"Communist Party of Canada","Wasslen","Larry",NA,"35","Ontario","Male"
"1007",35077,"Ottawa South",121894,"Libertarian Party of Canada","Wilson","Damien",NA,"35","Ontario","Male"
"1008",35078,"Ottawa--Vanier",110999,"Liberal Party of Canada","Bélanger","Mauril",NA,"35","Ontario","Male"
"1009",35078,"Ottawa--Vanier",110999,"Libertarian Party of Canada","Corcoran","Coreen",NA,"35","Ontario","Female"
"1010",35078,"Ottawa--Vanier",110999,"Green Party of Canada","Dookeran","Nira",NA,"35","Ontario","Female"
"1011",35078,"Ottawa--Vanier",110999,"Marxist-Leninist Party of Canada","Legeais","Christian",NA,"35","Ontario","Male"
"1012",35078,"Ottawa--Vanier",110999,"Conservative Party of Canada","Piccini","David",NA,"35","Ontario","Male"
"1013",35078,"Ottawa--Vanier",110999,"New Democratic Party","Taman","Emilie",NA,"35","Ontario","Female"
"1014",35079,"Ottawa West--Nepean",111881,"Conservative Party of Canada","Abdi","Abdul",NA,"35","Ontario","Male"
"1015",35079,"Ottawa West--Nepean",111881,"Green Party of Canada","Brooks","Mark",NA,"35","Ontario","Male"
"1016",35079,"Ottawa West--Nepean",111881,"Marxist-Leninist Party of Canada","Heaton","Sam",NA,"35","Ontario","Male"
"1017",35079,"Ottawa West--Nepean",111881,"New Democratic Party","Rivier","Marlene",NA,"35","Ontario","Female"
"1018",35079,"Ottawa West--Nepean",111881,"Christian Heritage Party of Canada","Taylor","Rod",NA,"35","Ontario","Male"
"1019",35079,"Ottawa West--Nepean",111881,"Liberal Party of Canada","Vandenbeld","Anita",NA,"35","Ontario","Female"
"1020",35080,"Oxford",108656,"Christian Heritage Party of Canada","Aldred","Melody","Ann","35","Ontario","Female"
"1021",35080,"Oxford",108656,"Green Party of Canada","Farlow","Mike",NA,"35","Ontario","Male"
"1022",35080,"Oxford",108656,"New Democratic Party","Kunschner","Zoe",NA,"35","Ontario","Female"
"1023",35080,"Oxford",108656,"Conservative Party of Canada","MacKenzie","Dave",NA,"35","Ontario","Male"
"1024",35080,"Oxford",108656,"Liberal Party of Canada","McKay","Don",NA,"35","Ontario","Male"
"1025",35081,"Parkdale--High Park",105103,"Conservative Party of Canada","Allen","Ian",NA,"35","Ontario","Male"
"1026",35081,"Parkdale--High Park",105103,"Marxist-Leninist Party of Canada","Gershuny","Lorne",NA,"35","Ontario","Male"
"1027",35081,"Parkdale--High Park",105103,"Libertarian Party of Canada","Jeftovic","Mark",NA,"35","Ontario","Male"
"1028",35081,"Parkdale--High Park",105103,"New Democratic Party","Nash","Peggy",NA,"35","Ontario","Female"
"1029",35081,"Parkdale--High Park",105103,"Marijuana Party","Parker","Terry",NA,"35","Ontario","Male"
"1030",35081,"Parkdale--High Park",105103,"Green Party of Canada","Phipps","Adam",NA,"35","Ontario","Male"
"1031",35081,"Parkdale--High Park",105103,"Independent","Royer","Carol",NA,"35","Ontario","Female"
"1032",35081,"Parkdale--High Park",105103,"Liberal Party of Canada","Virani","Arif",NA,"35","Ontario","Male"
"1033",35082,"Parry Sound--Muskoka",91263,"Pirate Party of Canada","Bell","Duncan",NA,"35","Ontario","Male"
"1034",35082,"Parry Sound--Muskoka",91263,"Conservative Party of Canada","Clement","Tony",NA,"35","Ontario","Male"
"1035",35082,"Parry Sound--Muskoka",91263,"Liberal Party of Canada","Cowie","Trisha",NA,"35","Ontario","Female"
"1036",35082,"Parry Sound--Muskoka",91263,"Green Party of Canada","Hodgson","Glen",NA,"35","Ontario","Male"
"1037",35082,"Parry Sound--Muskoka",91263,"New Democratic Party","McCarthy","Matt",NA,"35","Ontario","Male"
"1038",35082,"Parry Sound--Muskoka",91263,"Canadian Action Party","Merton","Gordie",NA,"35","Ontario","Male"
"1039",35082,"Parry Sound--Muskoka",91263,"Marxist-Leninist Party of Canada","Smith","Albert","Gray","35","Ontario","Male"
"1040",35083,"Perth--Wellington",104912,"Christian Heritage Party of Canada","DeVries","Irma",NA,"35","Ontario","Female"
"1041",35083,"Perth--Wellington",104912,"No Affiliation","Fuhr","Roger",NA,"35","Ontario","Male"
"1042",35083,"Perth--Wellington",104912,"Liberal Party of Canada","McCotter","Stephen",NA,"35","Ontario","Male"
"1043",35083,"Perth--Wellington",104912,"Conservative Party of Canada","Nater","John",NA,"35","Ontario","Male"
"1044",35083,"Perth--Wellington",104912,"New Democratic Party","Rabidoux","Ethan",NA,"35","Ontario","Male"
"1045",35083,"Perth--Wellington",104912,"Green Party of Canada","Ramsdale","Nicole",NA,"35","Ontario","Female"
"1046",35084,"Peterborough--Kawartha",115269,"Forces et Démocratie","Leckie","Toban",NA,"35","Ontario","Male"
"1047",35084,"Peterborough--Kawartha",115269,"Green Party of Canada","Mason","Doug",NA,"35","Ontario","Male"
"1048",35084,"Peterborough--Kawartha",115269,"Liberal Party of Canada","Monsef","Maryam",NA,"35","Ontario","Female"
"1049",35084,"Peterborough--Kawartha",115269,"New Democratic Party","Nickle","Dave",NA,"35","Ontario","Male"
"1050",35084,"Peterborough--Kawartha",115269,"Conservative Party of Canada","Skinner","Michael",NA,"35","Ontario","Male"
"1051",35085,"Pickering--Uxbridge",109344,"Conservative Party of Canada","Chisu","Corneliu",NA,"35","Ontario","Male"
"1052",35085,"Pickering--Uxbridge",109344,"New Democratic Party","Downward","Pamela",NA,"35","Ontario","Female"
"1053",35085,"Pickering--Uxbridge",109344,"Green Party of Canada","Navarro","Anthony","Jordan","35","Ontario","Male"
"1054",35085,"Pickering--Uxbridge",109344,"Liberal Party of Canada","O'Connell","Jennifer",NA,"35","Ontario","Female"
"1055",35086,"Renfrew--Nipissing--Pembroke",102537,"Independent","Clouthier","Hector",NA,"35","Ontario","Male"
"1056",35086,"Renfrew--Nipissing--Pembroke",102537,"Conservative Party of Canada","Gallant","Cheryl",NA,"35","Ontario","Female"
"1057",35086,"Renfrew--Nipissing--Pembroke",102537,"Green Party of Canada","Klietsch","Stefan",NA,"35","Ontario","Male"
"1058",35086,"Renfrew--Nipissing--Pembroke",102537,"Liberal Party of Canada","Lehoux","Jeff",NA,"35","Ontario","Male"
"1059",35086,"Renfrew--Nipissing--Pembroke",102537,"New Democratic Party","McCarthy","Dan",NA,"35","Ontario","Male"
"1060",35087,"Richmond Hill",108658,"New Democratic Party","DeVita","Adam",NA,"35","Ontario","Male"
"1061",35087,"Richmond Hill",108658,"Liberal Party of Canada","Jowhari","Majid",NA,"35","Ontario","Male"
"1062",35087,"Richmond Hill",108658,"Conservative Party of Canada","Parsa","Michael",NA,"35","Ontario","Male"
"1063",35087,"Richmond Hill",108658,"Green Party of Canada","Veenema","Gwendolyn",NA,"35","Ontario","Female"
"1064",35088,"Carleton",89522,"Green Party of Canada","Coyne","Deborah",NA,"35","Ontario","Female"
"1065",35088,"Carleton",89522,"New Democratic Party","Larocque","Kc",NA,"35","Ontario","Male"
"1066",35088,"Carleton",89522,"Conservative Party of Canada","Poilievre","Pierre",NA,"35","Ontario","Male"
"1067",35088,"Carleton",89522,"Liberal Party of Canada","Rodgers","Chris",NA,"35","Ontario","Male"
"1068",35089,"St. Catharines",110596,"Liberal Party of Canada","Bittle","Chris",NA,"35","Ontario","Male"
"1069",35089,"St. Catharines",110596,"Conservative Party of Canada","Dykstra","Rick",NA,"35","Ontario","Male"
"1070",35089,"St. Catharines",110596,"New Democratic Party","Erskine-Fournier","Susan",NA,"35","Ontario","Female"
"1071",35089,"St. Catharines",110596,"Green Party of Canada","Fannon","Jim",NA,"35","Ontario","Male"
"1072",35089,"St. Catharines",110596,"Communist Party of Canada","Waziruddin","Saleh",NA,"35","Ontario","Male"
"1073",35090,"Toronto--St. Paul's",103983,"Liberal Party of Canada","Bennett","Carolyn",NA,"35","Ontario","Female"
"1074",35090,"Toronto--St. Paul's",103983,"Green Party of Canada","Farmer","Kevin",NA,"35","Ontario","Male"
"1075",35090,"Toronto--St. Paul's",103983,"Conservative Party of Canada","MacDougall","Marnie",NA,"35","Ontario","Female"
"1076",35090,"Toronto--St. Paul's",103983,"New Democratic Party","Richler","Noah",NA,"35","Ontario","Male"
"1077",35091,"Sarnia--Lambton",106293,"Conservative Party of Canada","Gladu","Marilyn",NA,"35","Ontario","Female"
"1078",35091,"Sarnia--Lambton",106293,"New Democratic Party","McMichael","Jason","Wayne","35","Ontario","Male"
"1079",35091,"Sarnia--Lambton",106293,"Liberal Party of Canada","McPhail","Dave",NA,"35","Ontario","Male"
"1080",35091,"Sarnia--Lambton",106293,"Green Party of Canada","Smith","Peter",NA,"35","Ontario","Male"
"1081",35092,"Sault Ste. Marie",82052,"Green Party of Canada","Flannigan","Kara",NA,"35","Ontario","Female"
"1082",35092,"Sault Ste. Marie",82052,"Conservative Party of Canada","Hayes","Bryan",NA,"35","Ontario","Male"
"1083",35092,"Sault Ste. Marie",82052,"New Democratic Party","Morrison","Skip",NA,"35","Ontario","Male"
"1084",35092,"Sault Ste. Marie",82052,"Liberal Party of Canada","Sheehan","Terry",NA,"35","Ontario","Male"
"1085",35092,"Sault Ste. Marie",82052,"Marxist-Leninist Party of Canada","Taffarel","Mike",NA,"35","Ontario","Male"
"1086",35093,"Scarborough--Agincourt",104499,"Liberal Party of Canada","Chan","Arnold",NA,"35","Ontario","Male"
"1087",35093,"Scarborough--Agincourt",104499,"Conservative Party of Canada","Chang","Bin",NA,"35","Ontario","Male"
"1088",35093,"Scarborough--Agincourt",104499,"Christian Heritage Party of Canada","Coutinho","Jude",NA,"35","Ontario","Male"
"1089",35093,"Scarborough--Agincourt",104499,"New Democratic Party","Patrick","Laura",NA,"35","Ontario","Female"
"1090",35093,"Scarborough--Agincourt",104499,"Green Party of Canada","Scott","Debra",NA,"35","Ontario","Female"
"1091",35094,"Scarborough Centre",108826,"Libertarian Party of Canada","Androutsos","Katerina",NA,"35","Ontario","Female"
"1092",35094,"Scarborough Centre",108826,"Conservative Party of Canada","James","Roxanne",NA,"35","Ontario","Female"
"1093",35094,"Scarborough Centre",108826,"Green Party of Canada","Thompson","Lindsay",NA,"35","Ontario","Female"
"1094",35094,"Scarborough Centre",108826,"New Democratic Party","Wilson","Alex",NA,"35","Ontario","Male"
"1095",35094,"Scarborough Centre",108826,"Liberal Party of Canada","Zahid","Salma",NA,"35","Ontario","Female"
"1096",35095,"Scarborough--Guildwood",101914,"New Democratic Party","Casselman","Laura",NA,"35","Ontario","Female"
"1097",35095,"Scarborough--Guildwood",101914,"Independent","Clarke","Kevin",NA,"35","Ontario","Male"
"1098",35095,"Scarborough--Guildwood",101914,"Marijuana Party","Coulbeck","Paul",NA,"35","Ontario","Male"
"1099",35095,"Scarborough--Guildwood",101914,"Green Party of Canada","Holding","Kathleen",NA,"35","Ontario","Female"
"1100",35095,"Scarborough--Guildwood",101914,"Conservative Party of Canada","Konkel","Chuck",NA,"35","Ontario","Male"
"1101",35095,"Scarborough--Guildwood",101914,"Liberal Party of Canada","McKay","John",NA,"35","Ontario","Male"
"1102",35096,"Scarborough North",101080,"Liberal Party of Canada","Chen","Shaun",NA,"35","Ontario","Male"
"1103",35096,"Scarborough North",101080,"Independent","Khatoon","Aasia",NA,"35","Ontario","Female"
"1104",35096,"Scarborough North",101080,"Green Party of Canada","MacDonald","Eleni",NA,"35","Ontario","Female"
"1105",35096,"Scarborough North",101080,"Conservative Party of Canada","Malhi","Ravinder",NA,"35","Ontario","Male"
"1106",35096,"Scarborough North",101080,"Independent","Rosch","Raphael",NA,"35","Ontario","Male"
"1107",35096,"Scarborough North",101080,"New Democratic Party","Sitsabaiesan","Rathika",NA,"35","Ontario","Female"
"1108",35097,"Scarborough--Rouge Park",102646,"Liberal Party of Canada","Anandasangaree","Gary",NA,"35","Ontario","Male"
"1109",35097,"Scarborough--Rouge Park",102646,"Conservative Party of Canada","Lewis","Leslyn",NA,"35","Ontario","Female"
"1110",35097,"Scarborough--Rouge Park",102646,"New Democratic Party","Shanthikumar","KM",NA,"35","Ontario","Male"
"1111",35097,"Scarborough--Rouge Park",102646,"Green Party of Canada","Winter","Calvin",NA,"35","Ontario","Male"
"1112",35098,"Scarborough Southwest",106733,"Liberal Party of Canada","Blair","Bill",NA,"35","Ontario","Male"
"1113",35098,"Scarborough Southwest",106733,"New Democratic Party","Harris","Dan",NA,"35","Ontario","Male"
"1114",35098,"Scarborough Southwest",106733,"Conservative Party of Canada","Nallaratnam","Roshan",NA,"35","Ontario","Male"
"1115",35098,"Scarborough Southwest",106733,"Green Party of Canada","Taylor","Tommy",NA,"35","Ontario","Male"
"1116",35099,"Simcoe--Grey",116307,"Green Party of Canada","Fleming","JoAnne",NA,"35","Ontario","Female"
"1117",35099,"Simcoe--Grey",116307,"Conservative Party of Canada","Leitch","Kellie",NA,"35","Ontario","Female"
"1118",35099,"Simcoe--Grey",116307,"Liberal Party of Canada","MacEachern","Mike",NA,"35","Ontario","Male"
"1119",35099,"Simcoe--Grey",116307,"New Democratic Party","Matthews","David",NA,"35","Ontario","Male"
"1120",35099,"Simcoe--Grey",116307,"Christian Heritage Party of Canada","Noordegraaf","Len",NA,"35","Ontario","Male"
"1121",35100,"Simcoe North",108672,"New Democratic Party","Banigan","Richard",NA,"35","Ontario","Male"
"1122",35100,"Simcoe North",108672,"No Affiliation","Kearey-Moreland","Jacob",NA,"35","Ontario","Male"
"1123",35100,"Simcoe North",108672,"Liberal Party of Canada","Riley","Liz",NA,"35","Ontario","Female"
"1124",35100,"Simcoe North",108672,"Conservative Party of Canada","Stanton","Bruce",NA,"35","Ontario","Male"
"1125",35100,"Simcoe North",108672,"Green Party of Canada","Stubbins","Peter",NA,"35","Ontario","Male"
"1126",35100,"Simcoe North",108672,"Christian Heritage Party of Canada","Whittaker","Scott",NA,"35","Ontario","Male"
"1127",35101,"Spadina--Fort York",82480,"New Democratic Party","Chow","Olivia",NA,"35","Ontario","Female"
"1128",35101,"Spadina--Fort York",82480,"Green Party of Canada","Danley","Sharon",NA,"35","Ontario","Female"
"1129",35101,"Spadina--Fort York",82480,"Marxist-Leninist Party of Canada","Lin","Nick",NA,"35","Ontario","Male"
"1130",35101,"Spadina--Fort York",82480,"Party for Accountability, Competency and Transparency","Nicula","Michael",NA,"35","Ontario","Male"
"1131",35101,"Spadina--Fort York",82480,"Liberal Party of Canada","Vaughan","Adam",NA,"35","Ontario","Male"
"1132",35101,"Spadina--Fort York",82480,"Conservative Party of Canada","Zuniga","Sabrina",NA,"35","Ontario","Female"
"1133",35102,"Stormont--Dundas--South Glengarry",100913,"New Democratic Party","Burger","Patrick",NA,"35","Ontario","Male"
"1134",35102,"Stormont--Dundas--South Glengarry",100913,"Liberal Party of Canada","Clement","Bernadette",NA,"35","Ontario","Female"
"1135",35102,"Stormont--Dundas--South Glengarry",100913,"Green Party of Canada","Kennedy","Elaine",NA,"35","Ontario","Female"
"1136",35102,"Stormont--Dundas--South Glengarry",100913,"Conservative Party of Canada","Lauzon","Guy",NA,"35","Ontario","Male"
"1137",35103,"Sudbury",92048,"Independent","Audet","Jean","Raymond","35","Ontario","Male"
"1138",35103,"Sudbury",92048,"Liberal Party of Canada","Lefebvre","Paul",NA,"35","Ontario","Male"
"1139",35103,"Sudbury",92048,"New Democratic Party","Loewenberg","Paul",NA,"35","Ontario","Male"
"1140",35103,"Sudbury",92048,"Independent","Popescu","J.","David","35","Ontario","Male"
"1141",35103,"Sudbury",92048,"Green Party of Canada","Robinson","David",NA,"35","Ontario","Male"
"1142",35103,"Sudbury",92048,"Communist Party of Canada","Rowley","Elizabeth",NA,"35","Ontario","Female"
"1143",35103,"Sudbury",92048,"Conservative Party of Canada","Slade","Fred",NA,"35","Ontario","Male"
"1144",35104,"Thornhill",110427,"Libertarian Party of Canada","Balfour","Gene",NA,"35","Ontario","Male"
"1145",35104,"Thornhill",110427,"New Democratic Party","Cherry","Lorne",NA,"35","Ontario","Male"
"1146",35104,"Thornhill",110427,"Liberal Party of Canada","Coldham","Nancy",NA,"35","Ontario","Female"
"1147",35104,"Thornhill",110427,"Seniors Party of Canada","Fairbairn","Margaret","Leigh","35","Ontario","Female"
"1148",35104,"Thornhill",110427,"Conservative Party of Canada","Kent","Peter",NA,"35","Ontario","Male"
"1149",35104,"Thornhill",110427,"Green Party of Canada","Rachlis","Josh",NA,"35","Ontario","Male"
"1150",35105,"Thunder Bay--Rainy River",82984,"Conservative Party of Canada","Comuzzi","Moe",NA,"35","Ontario","Male"
"1151",35105,"Thunder Bay--Rainy River",82984,"Green Party of Canada","Radbourne","Christy",NA,"35","Ontario","Female"
"1152",35105,"Thunder Bay--Rainy River",82984,"New Democratic Party","Rafferty","John",NA,"35","Ontario","Male"
"1153",35105,"Thunder Bay--Rainy River",82984,"Liberal Party of Canada","Rusnak","Don",NA,"35","Ontario","Male"
"1154",35106,"Thunder Bay--Superior North",82827,"New Democratic Party","Foulds","Andrew",NA,"35","Ontario","Male"
"1155",35106,"Thunder Bay--Superior North",82827,"Liberal Party of Canada","Hajdu","Patty",NA,"35","Ontario","Female"
